date,new_cases,recoveries,in_icu,death,text,source_url
2021-04-13,154,109,19,3,"اليوم الثلاثاء 13 أفريل 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
· 154 حالة جديدة
· 109 حالة تماثلت للشفاء
· 19 مرضى متواجدون في العناية المركزة
· 03 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1382062589778219014
2021-04-14,176,116,17,4,"اليوم الأربعاء 14 أفريل 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
· 176 حالة جديدة
· 116 حالة تماثلت للشفاء
· 17 مرضى متواجدون في العناية المركزة
· 04 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1382434879137325058
2021-04-15,167,119,16,3,"اليوم الخميس 15 أفريل 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
· 167 حالة جديدة
· 119 حالة تماثلت للشفاء
· 16 مرضى متواجدون في العناية المركزة
· 03 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1382780912820191234
2021-04-16,181,121,12,4,"اليوم الجمعة 16  أفريل 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
· 181 حالة جديدة
· 121 حالة تماثلت للشفاء
· 12 مرضى متواجدون في العناية المركزة
· 04 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1383176519988736001
2021-04-17,163,117,15,4,"اليوم السبت 17  أفريل 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
· 163 حالة جديدة
· 117 حالة تماثلت للشفاء
· 15 مرضى متواجدون في العناية المركزة
· 04 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1383484813005389833
2021-04-18,156,111,21,3,"اليوم الأحد 18 أفريل 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
· 156 حالة جديدة
· 111 حالة تماثلت للشفاء
· 21 مرضى متواجدون في العناية المركزة
· 03 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1383854905421488128
2021-04-19,163,117,22,5,"اليوم الاثنين 19  أفريل 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة.

* المؤشرات العامة هي كما يلي:
· 163 حالة جديدة
· 117 حالة تماثلت للشفاء
· 22 مريض متواجدون في العناية المركزة
· 05 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1384223118718160901
2021-04-20,187,122,19,5,"اليوم الثلاثاء  20  أفريل 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
· 187 حالة جديدة
· 122 حالة تماثلت للشفاء
· 19 مريض متواجدون في العناية المركزة
· 05 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1384519417229348886
2021-04-21,182,129,21,7,"اليوم الأربعاء 21  أفريل 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
· 182 حالة جديدة
· 129 حالة تماثلت للشفاء
· 21 مريض متواجدون في العناية المركزة
· 07 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1384955146250108933
2021-04-22,189,135,23,9,"اليوم الخميس 22  أفريل 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
· 189 حالة جديدة
· 135 حالة تماثلت للشفاء
· 23 مريض متواجدون في العناية المركزة
· 09 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1385308909204819971
2021-04-23,199,138,22,9,"اليوم الجمعة 23 أفريل 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
· 199 حالة جديدة
· 138 حالة تماثلت للشفاء
· 22 مريض متواجدون في العناية المركزة
· 09 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1385668449767206913
2021-04-24,174,129,22,8,"اليوم السبت  24 أفريل 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
· 174 حالة جديدة
· 129 حالة تماثلت للشفاء
· 22 مريض متواجدون في العناية المركزة
· 08 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1386030477744775172
2021-04-25,186,132,20,9,"اليوم الأحد 25 أفريل 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
·186 حالة جديدة
· 132 حالة تماثلت للشفاء
· 20 مريض متواجدون في العناية المركزة
· 09 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1386412256238342144
2021-04-26,190,141,21,10,"اليوم الاثنين 26 أفريل 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
·190 حالة جديدة
· 141 حالة تماثلت للشفاء
· 21 مريض متواجدون في العناية المركزة
· 10 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1386760388008718346
2021-04-27,232,158,20,8,"اليوم الثلاثاء 27 أفريل 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة  .

* المؤشرات العامة هي كما يلي:
·232 حالة جديدة
· 158 حالة تماثلت للشفاء
· 20 مريض متواجدون في العناية المركزة
· 08 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1387370908864634881
2021-04-28,236,147,23,9,"اليوم الأربعاء 28 أفريل 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
·236 حالة جديدة
· 147 حالة تماثلت للشفاء
· 23 مريض متواجدون في العناية المركزة
· 09 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1387488758019334145
2021-04-29,286,195,22,10,"اليوم الخميس 
29 أفريل 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
· 286حالة جديدة
· 195 حالة تماثلت للشفاء
·  22 مريض متواجدون في العناية المركزة 
10 وفيات",https://twitter.com/Sante_Gouv_dz/status/1387803650932846607
2021-04-30,242,168,28,9,"اليوم الجمعة 30 أفريل 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
·242 حالة جديدة
· 168 حالة تماثلت للشفاء
· 28 مريض متواجدون في العناية المركزة
· 09 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1388225435545255945
2021-05-01,203,141,31,8,"اليوم السبت 01 ماي 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
· 203 حالة جديدة
· 141 حالة تماثلت للشفاء
· 31 مريض متواجدون في العناية المركزة
· 08 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1388508692702801928
2021-05-02,211,149,24,9,"اليوم الأحد 02 ماي 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
· 211 حالة جديدة
· 149 حالة تماثلت للشفاء
· 24 مريض متواجدون في العناية المركزة
· 09 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1388945413223419910
2021-05-03,195,136,26,10,"اليوم الاثنين 03 ماي 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
· 195 حالة جديدة
· 136 حالة تماثلت للشفاء
· 26 مريض متواجدون في العناية المركزة
· 10 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1389233836131856384
2021-05-04,282,159,26,9,"اليوم الثلاثاء 04 ماي 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
· 282 حالة جديدة
· 159 حالة تماثلت للشفاء
· 26 مريض متواجدون في العناية المركزة
· 09 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1389696349025837057
2021-05-05,273,176,22,10,"اليوم الأربعاء  05 ماي 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
· 273 حالة جديدة
· 176 حالة تماثلت للشفاء
· 22 مريض متواجدون في العناية المركزة
· 10 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1389966390560542727
2021-05-06,201,138,23,8,"اليوم الخميس 06 ماي 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة.

* المؤشرات العامة هي كما يلي:
· 201 حالة جديدة
· 138 حالة تماثلت للشفاء
· 23 مريض متواجدون في العناية المركزة
· 08 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1390395704607232003
2021-05-07,219,142,23,8,"اليوم الجمعة  07 ماي 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
· 219 حالة جديدة
· 142 حالة تماثلت للشفاء
· 23 مريض متواجدون في العناية المركزة
· 08 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1390692464806203396
2021-05-08,208,131,25,6,"اليوم السبت 08 ماي 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
· 208 حالة جديدة
· 131 حالة تماثلت للشفاء
· 25 مريض متواجدون في العناية المركزة
· 06 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1391047347325521923
2021-05-09,204,140,23,7,"اليوم الأحد 09 ماي 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
. 204 حالة جديدة
· 140 حالة تماثلت للشفاء
· 23 مريض متواجدون في العناية المركزة
· 07 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1391420668626014208
2021-05-10,184,134,22,7,"اليوم الاثنين 10ماي 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
. 184 حالة جديدة
· 134 حالة تماثلت للشفاء
· 22 مريض متواجدون في العناية المركزة
· 07 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1391845072900169731
2021-05-11,195,149,19,8,"اليوم الثلاثاء 11 ماي 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
. 195 حالة جديدة
· 149 حالة تماثلت للشفاء
· 19 مريض متواجدون في العناية المركزة
· 08 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1392235077707485184
2021-05-12,199,154,27,7,"اليوم الأربعاء 12 ماي 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
. 199 حالة جديدة
· 154 حالة تماثلت للشفاء
· 27 مريض متواجدون في العناية المركزة
· 07 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1392588839231840258
2021-05-13,207,146,23,5,"اليوم الخميس 13 ماي 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
. 207 حالة جديدة
· 146 حالة تماثلت للشفاء
· 23 مريض متواجدون في العناية المركزة
· 05 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1392919343311331329
2021-05-14,170,134,26,5,"اليوم الجمعة 14 ماي 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
. 170 حالة جديدة
· 134 حالة تماثلت للشفاء
· 26 مريض متواجدون في العناية المركزة
· 05 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1393270437405200384
2021-05-15,135,114,24,6,"اليوم السبت 15 ماي 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
. 135 حالة جديدة
· 114 حالة تماثلت للشفاء
· 24 مريض متواجدون في العناية المركزة
· 06 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1393662029282566144
2021-05-16,117,108,22,8,"اليوم الأحد 16 ماي 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
. 117 حالة جديدة
· 108 حالة تماثلت للشفاء
· 22 مريض متواجدون في العناية المركزة
· 08 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1394018989299351552
2021-05-17,174,117,22,7,"اليوم الاثنين 17 ماي 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
. 174 حالة جديدة
· 117 حالة تماثلت للشفاء
· 22 مريض متواجدون في العناية المركزة
· 07 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1394392591681064962
2021-05-18,208,133,21,7,"اليوم الثلاثاء 18 ماي 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
. 208 حالة جديدة
· 133 حالة تماثلت للشفاء
· 21 مريض متواجدون في العناية المركزة
· 07 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1394753166261035009
2021-05-19,203,137,19,7,"اليوم الأربعاء 19 ماي 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
. 203 حالة جديدة
· 137 حالة تماثلت للشفاء
· 19 مريض متواجدون في العناية المركزة
· 07 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1395065891868581897
2021-05-20,260,156,22,6,"اليوم الخميس 20 ماي 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
. 260 حالة جديدة
· 156 حالة تماثلت للشفاء
· 22 مريض متواجدون في العناية المركزة
· 06 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1395425776439332865
2021-05-21,278,164,21,4,"اليوم الجمعة 21 ماي 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
. 278 حالة جديدة
· 164 حالة تماثلت للشفاء
· 21 مريض متواجدون في العناية المركزة
· 04 وفيات..",https://twitter.com/Sante_Gouv_dz/status/1395806365352927239
2021-05-22,217,142,18,6,"اليوم السبت 22 ماي 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
. 217 حالة جديدة
· 142 حالة تماثلت للشفاء
· 18 مريض متواجدون في العناية المركزة
· 06 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1396166781920858117
2021-05-23,209,138,15,7,"اليوم الأحد  23 ماي 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
. 209 حالة جديدة
· 138 حالة تماثلت للشفاء
· 15 مريض متواجدون في العناية المركزة
· 07 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1396516464216117248
2021-05-24,247,151,20,8,"اليوم الاثنين 24 ماي 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
. 247 حالة جديدة
· 151 حالة تماثلت للشفاء
· 20 مريض متواجدون في العناية المركزة
· 08 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1396931247620902917
2021-05-25,254,175,20,7,"اليوم الثلاثاء 25 ماي 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
. 254 حالة جديدة
· 175 حالة تماثلت للشفاء
· 20 مريض متواجدون في العناية المركزة
· 07 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1397283328592592899
2021-05-26,285,189,19,7,"اليوم الأربعاء 26 ماي 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة.

* المؤشرات العامة هي كما يلي:
. 285 حالة جديدة
· 189 حالة تماثلت للشفاء
· 19 مريض متواجدون في العناية المركزة
· 07 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1397639506434592779
2021-05-27,280,179,24,8,"اليوم الخميس 27 ماي 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
. 280 حالة جديدة
· 179 حالة تماثلت للشفاء
· 24 مريض متواجدون في العناية المركزة
· 08 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1398006015237496839
2021-05-28,272,192,26,7,"اليوم الجمعة 28 ماي 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
. 272 حالة جديدة
· 192 حالة تماثلت للشفاء
· 26 مريض متواجدون في العناية المركزة
· 07 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1398389735194873858
2021-05-29,258,187,28,5,"اليوم السبت 29 ماي 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
. 258 حالة جديدة
· 187 حالة تماثلت للشفاء
· 28 مريض متواجدون في العناية المركزة
· 05 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1398702814306648066
2021-05-30,269,206,22,5,"اليوم الأحد 30 ماي 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة.

* المؤشرات العامة هي كما يلي:
. 269 حالة جديدة
· 206 حالة تماثلت للشفاء
· 22 مريض متواجدون في العناية المركزة
· 05 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1399079183461105668
2021-05-31,288,214,19,7,"اليوم الاثنين 31 ماي 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
. 288 حالة جديدة
· 214 حالة تماثلت للشفاء
· 19 مريض متواجدون في العناية المركزة
· 07 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1399456162475544584
2021-06-01,305,218,23,8,"اليوم الثلاثاء 01 جوان 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة.

* المؤشرات العامة هي كما يلي:
. 305 حالة جديدة
· 218 حالة تماثلت للشفاء
· 23 مريض متواجدون في العناية المركزة
· 08 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1399783684769828867
2021-06-02,322,224,22,10,"اليوم الأربعاء 02 جوان 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
. 322 حالة جديدة
· 224 حالة تماثلت للشفاء
· 22 مريض متواجدون في العناية المركزة
· 10 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1400176387495976961
2021-06-03,336,236,23,7,"اليوم الخميس 03 جوان 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
. 336 حالة جديدة
· 236 حالة تماثلت للشفاء
· 23 مريض متواجدون في العناية المركزة
· 07 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1400561696452775943
2021-06-04,385,250,25,7,"اليوم الجمعة 04 جوان 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة.

* المؤشرات العامة هي كما يلي:
. 385 حالة جديدة
· 250 حالة تماثلت للشفاء
· 25 مريض متواجدون في العناية المركزة
· 07 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1400942130982498306
2021-06-05,320,228,24,6,"اليوم السبت 05 جوان 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
. 320 حالة جديدة
· 228 حالة تماثلت للشفاء
· 24 مريض متواجدون في العناية المركزة
· 06 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1401219015264157697
2021-06-06,277,203,19,8,"اليوم الأحد 06 جوان 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .

* المؤشرات العامة هي كما يلي:
. 277 حالة جديدة
· 203 حالة تماثلت للشفاء
· 19 مريض متواجدون في العناية المركزة
· 08 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1401626020051132422
2021-06-07,325,215,20,9,"اليوم الاثنين 07 جوان 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة :

. 325 حالة جديدة
· 215 حالة تماثلت للشفاء
· 20 مريض متواجدون في العناية المركزة
· 09 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1401957157113839617
2021-06-08,364,238,25,10,"اليوم الثلاثاء 08 جوان 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .
* المؤشرات العامة هي كما يلي:

. 364 حالة جديدة
· 238 حالة تماثلت للشفاء
· 25 مريض متواجدون في العناية المركزة
· 10 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1402341188552871937
2021-06-09,387,243,27,7,"اليوم الأربعاء 09 جوان 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .
* المؤشرات العامة هي كما يلي:

. 387 حالة جديدة
· 243 حالة تماثلت للشفاء
· 27 مريض متواجدون في العناية المركزة
· 07 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1402704087553130511
2021-06-10,321,238,26,8,"اليوم الخميس 10 جوان 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .
* المؤشرات العامة هي كما يلي:

. 321 حالة جديدة
· 238 حالة تماثلت للشفاء
· 26 مريض متواجدون في العناية المركزة
· 08 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1403032535957970951
2021-06-11,372,252,25,8,"اليوم الجمعة 11 جوان 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة .
* المؤشرات العامة هي كما يلي:

. 372 حالة جديدة
· 252 حالة تماثلت للشفاء
· 25 مريض متواجدون في العناية المركزة
· 08 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1403446476269883394
2021-06-12,343,236,28,5,"اليوم السبت 12 جوان 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة.
* المؤشرات العامة هي كما يلي:

. 343 حالة جديدة
· 236 حالة تماثلت للشفاء
· 28 مريض متواجدون في العناية المركزة
· 05 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1403809323038486530
2021-06-13,318,232,28,6,"اليوم الأحد 13 جوان 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة.
* المؤشرات العامة هي كما يلي:

.318 حالة جديدة
.232 حالة تماثلت للشفاء
· 28 مريض متواجدون في العناية المركزة
· 06وفيات.",https://twitter.com/Sante_Gouv_dz/status/1404164506910179328
2021-06-14,354,242,30,8,"اليوم الاثنين 14 جوان 2021، نوافيكم بالحصيلة الكاملة فيما يخص مؤشرات الترصد لوباء كوفيد-19 في الجزائر وهي حصيلة 24 ساعة الأخيرة :

. 354 حالة جديدة
· 242 حالة تماثلت للشفاء
· 30 مريض متواجدون في العناية المركزة
· 08 وفيات.",https://twitter.com/Sante_Gouv_dz/status/1404501562290999302
